ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D
B169AE01FF,서울 성동구 성수일로8길 40.,일루**,,서울 성동구,백반/가정식,성수,20080514,
397AF59B8B,서울 성동구 성수일로8길 47.,크레***********,,서울 성동구,양식,성수,20151201,
30CACD815B,서울 성동구 성수일로8길 47.,축산***,,서울 성동구,축산물,성수,20190408,
434F31D9B6,서울 성동구 성수일로8길 53.,맛보*,,서울 성동구,한식-육류/고기,성수,20050316,
BDCFBDEA2B,서울 성동구 성수일로8길 53.,위풍*******,,서울 성동구,한식-육류/고기,성수,20150810,
A5655985BD,서울 성동구 성수일로8길 60.,풍조**,,서울 성동구,백반/가정식,성수,20220630,
28616F2CED,서울 성동구 아차산로11길 11,성수*,,서울 성동구,중식당,성수,20040511,
5019B0EA07,서울 성동구 아차산로11길 11,행운**,,서울 성동구,백반/가정식,성수,20060724,
D8669EE2FB,서울 성동구 아차산로11길 26,우리**,,서울 성동구,식료품,,20140311,
BF8F8AFC4B,서울 성동구 아차산로13길 37,쉭앤******************,,서울 성동구,카페,,20090904,
05FEB1D6F5,서울 성동구 아차산로13길 37,민물*,,서울 성동구,한식-해물/생선,,20060515,
3C470EF2B3,서울 성동구 아차산로7길 16.,정참*,,서울 성동구,일식-참치회,성수,20140205,
394824E6A3,서울 성동구 아차산로7길 28.,만복****,,서울 성동구,농산물,성수,20120518,
45F19425EF,서울 성동구 아차산로7길 29.,카페***,,서울 성동구,카페,성수,20140826,
0EE4BD7D7A,서울 성동구 아차산로7길 36.,오*,,서울 성동구,카페,,20170824,20250801
F2E74AE874,서울 성동구 아차산로7길 42.,리슨***,,서울 성동구,베이커리,성수,20161019,
039869F9F9,서울 성동구 연무장3길 9-14.,오마************,,서울 성동구,일식당,성수,20230116,
E006ED6B32,서울 성동구 연무장5가길 22.,구시******,,서울 성동구,백반/가정식,성수,20140704,
65D2C9E1E4,서울 성동구 연무장5가길 25.,해밀******,,서울 성동구,분식,성수,20061205,
3AB4FC1262,서울 성동구 연무장5길 9-16.,미아**,,서울 성동구,샌드위치/토스트,성수,20160510,
FAF7EF36E4,서울 성동구 연무장9길 10-1.,페스**,,서울 성동구,호프/맥주,성수,19911008,
9A64F9D3E4,서울 성동구 연무장길 39-13.,타코***,,서울 성동구,양식,성수,20200727,
8722E9522F,서울 성동구 연무장길 39-15.,오카*,,서울 성동구,일식-덮밥/돈가스,성수,20180627,
FC9A5609D6,서울 성동구 연무장길 39-21.,대낚**,,서울 성동구,한식-단품요리일반,성수,20200923,
AA108C530C,서울 성동구 왕십리로 107-1.,두남******,,서울 성동구,포장마차,뚝섬,20130822,
DCF5AF5EC7,서울 성동구 왕십리로 221-5.,포싸**,,서울 성동구,한식-단품요리일반,한양대,20151209,
3E2F41A5CB,서울 성동구 왕십리로 223-1.,한양***,,서울 성동구,한식-단품요리일반,한양대,20150513,
3BD38FB889,서울 성동구 왕십리로 294-2.,오소*,,서울 성동구,한식-국수/만두,왕십리,20241106,
C46428C39E,서울 성동구 왕십리로 350-1.,하늘****,,서울 성동구,농산물,왕십리,20160823,
A0F7C57228,서울 성동구 왕십리로10길 11,성수***,,서울 성동구,한식-해물/생선,뚝섬,20040603,
149775709C,서울 성동구 왕십리로14길 20,또또***,,서울 성동구,한식-육류/고기,,20080122,
31366725DB,서울 성동구 왕십리로14길 38,조양***,,서울 성동구,한식-육류/고기,뚝섬,20080801,
0C71B9E39A,서울 성동구 왕십리로14길 8.,성수*****,,서울 성동구,한식-찌개/전골,뚝섬,20240628,
CF932F2737,서울 성동구 왕십리로20길 13,어사***,,서울 성동구,백반/가정식,왕십리,20111102,
A2974AB3F0,서울 성동구 왕십리로21길 17,광명***,,서울 성동구,축산물,왕십리,20020903,
CACFB96D47,서울 성동구 왕십리로21길 17,넝쿨**,,서울 성동구,한식-단품요리일반,왕십리,20160225,
E727308CF3,서울 성동구 왕십리로21길 20,행당****,,서울 성동구,떡/한과 제조,왕십리,20110615,
5C527FA137,서울 성동구 왕십리로21길 9.,호랑*****,,서울 성동구,치킨,왕십리,20141201,
50D6E3DB76,서울 성동구 왕십리로22길 3.,미스********,,서울 성동구,일식당,왕십리,20130315,
F717AC887A,서울 성동구 왕십리로22길 3.,애리***,,서울 성동구,한식-육류/고기,왕십리,20130614,
C6A7D1B09B,서울 성동구 왕십리로24길 19,카페**,,서울 성동구,카페,왕십리,20070903,
EC999BD128,서울 성동구 왕십리로24길 5.,노리*,,서울 성동구,한식-단품요리일반,왕십리,20150717,
1FF980E1D6,서울 성동구 왕십리로24길 8.,주*,,서울 성동구,요리주점,왕십리,20140915,
34573ADA88,서울 성동구 왕십리로26길 30,오복**,,서울 성동구,식료품,왕십리,20001012,
CD0A4EA5E0,서울 성동구 왕십리로26길 6.,만대**,,서울 성동구,한식-육류/고기,왕십리,20220607,
1B4D60A004,서울 성동구 왕십리로28길 12,만물**,,서울 성동구,식료품,왕십리,20160729,
424ABA9D67,서울 성동구 왕십리로4길 24.,젠틀*****,,서울 성동구,커피전문점,뚝섬,20200114,
5A5B5CC478,서울 성동구 왕십리로6길 11.,파머***,,서울 성동구,카페,뚝섬,20151030,
2791AFFA12,서울 성동구 왕십리로8길 13.,룰라******,,서울 성동구,호프/맥주,뚝섬,20101011,
9853358A8C,서울 성동구 용답중앙13길 16,놀부**,,서울 성동구,치킨,답십리,20070105,
B258F812BE,서울 성동구 용답중앙13길 18,참치**,,서울 성동구,일식당,답십리,20001117,
DE5FF7193C,서울 성동구 용답중앙13길 9.,용답****,,서울 성동구,꼬치구이,답십리,20141114,
4118B90D6E,서울 성동구 용답중앙15길 1.,홍두***,,서울 성동구,백반/가정식,답십리,20140423,
49C5A0B4DF,서울 성동구 용답중앙15길 12,신마*********,한식-육류/고기14,서울 성동구,한식-육류/고기,답십리,19981111,
2EA62B1198,서울 성동구 용답중앙15길 13,유가***************,,서울 성동구,한식-단품요리일반,답십리,20080721,
CEF5C00333,서울 성동구 용답중앙15길 5.,해원**,,서울 성동구,한식-해물/생선,답십리,20070426,
A5FE1B0CC9,서울 성동구 용답중앙15길 7.,응답******,,서울 성동구,한식-단품요리일반,답십리,20050819,
383948C8CC,서울 성동구 용답중앙15길 9.,초밥****,,서울 성동구,일식당,답십리,20150903,
4C54436E59,서울 성동구 용답중앙25길 1.,맹꽁*,,서울 성동구,한식-단품요리일반,답십리,20170102,
508830F630,서울 성동구 용답중앙길 80-1,코너***,,서울 성동구,축산물,답십리,20000805,
4C89EB1228,서울 성동구 한림말1길 16-1.,치킨*******,치킨32,서울 성동구,치킨,옥수,20100524,
6138A3EEB7,서울 성동구 행당로13길 2-1.,아*,,서울 성동구,요리주점,행당,20190813,
1676AF58A8,서울 성동구 행당로1길 21-6.,산마****,,서울 성동구,한식-육류/고기,,20041104,
40213576B3,서울특별시 성동구 금호로 15,중앙********,,서울 성동구,식료품,,20201110,
38537E4B84,서울특별시 성동구 금호로 17,써니****,,서울 성동구,분식,금남시장,20180115,
1389DE67CE,서울특별시 성동구 금호로 17,프롬**************,카페14,서울 성동구,카페,금남시장,20221124,
71DF397AB0,서울특별시 성동구 금호로 17,하루******,,서울 성동구,일식당,금남시장,20240524,
9AD3FE4011,서울특별시 성동구 금호로 17,아이************,,서울 성동구,아이스크림/빙수,금남시장,20210413,
3D7F3820C1,서울특별시 성동구 금호로 17,삼백****,한식-국밥/설렁탕5,서울 성동구,한식-국밥/설렁탕,금남시장,20210616,
10BD656C9F,서울특별시 성동구 금호로 40,깐부*******,치킨8,서울 성동구,치킨,,20210122,
4CE2C74657,서울특별시 성동구 금호로 40,연*,,서울 성동구,일식당,,20240902,
32A19D6A82,서울특별시 성동구 금호로 40,뚜레***********,베이커리2,서울 성동구,베이커리,,20180622,
FF73833F70,서울특별시 성동구 금호로 40,하*,,서울 성동구,베이커리,,20230120,
7163461E10,서울특별시 성동구 금호로 40,가*,,서울 성동구,한식-육류/고기,,20221116,
FB5D8197BC,서울특별시 성동구 금호로 40,마이********,,서울 성동구,아이스크림/빙수,,20240423,
56E1D6E430,서울특별시 성동구 금호로 45,정은**,,서울 성동구,한식-육류/고기,금남시장,20170828,
259AFDA5D8,서울특별시 성동구 금호로 47,잭슨******,,서울 성동구,피자,금남시장,20210416,
8098CCE4CA,서울특별시 성동구 금호로 56,여일**,,서울 성동구,축산물,금남시장,20230803,
291A30DB5B,서울특별시 성동구 금호로 58,둘둘**********,치킨14,서울 성동구,치킨,금남시장,20231019,
D749124593,서울특별시 성동구 금호로 58,코끼******,,서울 성동구,카페,금남시장,20221220,
BEF8CE3173,서울특별시 성동구 금호로 60,주연*******,,서울 성동구,한식-찌개/전골,금남시장,20240715,
2910BEDA4D,서울특별시 성동구 금호로 60,비올**,,서울 성동구,한식-단품요리일반,금남시장,20180706,
6BC713A140,서울특별시 성동구 금호로 64,불닭*********************,분식7,서울 성동구,분식,금남시장,20221118,
C241964DED,서울특별시 성동구 금호로 66,미남*,,서울 성동구,식품 제조,,20170720,
055544325C,서울특별시 성동구 금호로 67,라 ******,,서울 성동구,베이커리,금남시장,20240611,
D5FAEB61B0,서울특별시 성동구 금호로 82,위윌*******************,,서울 성동구,커피전문점,,20240822,
E4E4B45D06,서울특별시 성동구 금호로 84,카페***,,서울 성동구,카페,,20200207,20250715
384FAF740C,서울특별시 성동구 금호로 84,벌스*********************,,서울 성동구,카페,,20240820,
24D8120756,서울특별시 성동구 금호로 86,수니********************,,서울 성동구,한식-육류/고기,,20240628,
D19DEE1724,서울특별시 성동구 금호로 86,한강****,,서울 성동구,룸살롱/단란주점,,20240401,
21348D6015,서울특별시 성동구 금호로 94,렉*,,서울 성동구,카페,,20210930,
4467413444,서울특별시 성동구 난계로 32,쌤*,,서울 성동구,백반/가정식,,20240628,
7AB74628EA,서울특별시 성동구 난계로 32,육대*****,백반/가정식17,서울 성동구,백반/가정식,,20240813,
5C18E06E09,서울특별시 성동구 난계로 35,아이***********,,서울 성동구,식료품,,20240708,
1ACDF59A1A,서울특별시 성동구 난계로 35,파리*********,베이커리10,서울 성동구,베이커리,,20240613,
3A52550A64,서울특별시 성동구 난계로 35,신의**********,한식-육류/고기16,서울 성동구,한식-육류/고기,,20200825,
360DDB462A,서울특별시 성동구 난계로 61,키친****,,서울 성동구,일식당,,20181024,
0BE8ACB0EC,서울특별시 성동구 난계로 81,도미********,피자2,서울 성동구,피자,,20230324,
360B6BCFC1,서울특별시 성동구 동일로 41,교촌*******,치킨6,서울 성동구,치킨,,20210810,
085F6E716F,서울특별시 성동구 동일로 41,그레**,,서울 성동구,커피전문점,,20230818,
8F61B3A0B2,서울특별시 성동구 동일로 75,세이*************,,서울 성동구,식료품,,20210702,
E93EA380D7,서울특별시 성동구 동일로 75,야심********,,서울 성동구,떡/한과,,20221219,
DFD306A663,서울특별시 성동구 동호로 21,김밥***,분식5,서울 성동구,분식,옥수,20190514,
03C7EBD774,서울특별시 성동구 동호로 21,와이**,,서울 성동구,식료품,옥수,20220225,
50A2E31DF5,서울특별시 성동구 둘레1길 2,해리****************,,서울 성동구,카페,,20210728,
3227432B79,서울특별시 성동구 마조로 11,옵션*,,서울 성동구,양식,한양대,20230721,
1EC6CCBA67,서울특별시 성동구 마조로 11,마포***,,서울 성동구,한식-단품요리일반,한양대,20240702,
1A8C2D30CA,서울특별시 성동구 마조로 14,부엉********,,서울 성동구,한식-단품요리일반,한양대,20230313,
F259ACF16D,서울특별시 성동구 마조로 17,한양***,,서울 성동구,분식,한양대,20241031,
E2988D5E24,서울특별시 성동구 마조로 17,만물**,,서울 성동구,식료품,한양대,20190513,
A89BEC57A0,서울특별시 성동구 마조로 17,티아*********************************,,서울 성동구,커피전문점,한양대,20190312,
E62416CC62,서울특별시 성동구 마조로 17,싸움********,백반/가정식14,서울 성동구,백반/가정식,한양대,20190306,
23D471DB19,서울특별시 성동구 마조로 17,칠칠********,한식-육류/고기27,서울 성동구,한식-육류/고기,한양대,20200221,
2E4C72C286,서울특별시 성동구 마조로 17,고품*******,,서울 성동구,한식-육류/고기,한양대,20220715,
51CD26A022,서울특별시 성동구 마조로 17,20*********,,서울 성동구,한식-육류/고기,한양대,20240509,
442C98A349,서울특별시 성동구 마조로 17,카모*******,한식-단품요리일반11,서울 성동구,한식-단품요리일반,한양대,20190502,
209ED3E24F,서울특별시 성동구 마조로 17,브로***********,,서울 성동구,한식-단품요리일반,한양대,20201016,
ED1607CD38,서울특별시 성동구 마조로 17,깡우*,,서울 성동구,한식-단품요리일반,한양대,20210305,
5A4AFCC360,서울특별시 성동구 마조로 20,분9********,,서울 성동구,백반/가정식,한양대,20230907,
CB2F55FC97,서울특별시 성동구 마조로 21,서울***,,서울 성동구,한식-육류/고기,한양대,20220919,
406403403D,서울특별시 성동구 마조로 21,프레**************,,서울 성동구,한식-단품요리일반,한양대,20231121,
E3B9A9EE3A,서울특별시 성동구 마조로 22,월드********,,서울 성동구,담배,한양대,20230714,
2FC958A309,서울특별시 성동구 마조로 22,슬로********,,서울 성동구,양식,한양대,20240425,
8ACBECB172,서울특별시 성동구 마조로 24,이삭********,샌드위치/토스트3,서울 성동구,샌드위치/토스트,한양대,20220221,
AEA94BDAF5,서울특별시 성동구 마조로 24,샐러******,한식-단품요리일반8,서울 성동구,한식-단품요리일반,한양대,20211025,
4972FC2750,서울특별시 성동구 마조로 25,수지**,,서울 성동구,요리주점,한양대,20180920,
86263312C9,서울특별시 성동구 마조로 25,파머********,,서울 성동구,샌드위치/토스트,한양대,20241107,
6C7874EB50,서울특별시 성동구 마조로 25,베스********,아이스크림/빙수1,서울 성동구,아이스크림/빙수,한양대,20200713,
8E3B9888E3,서울특별시 성동구 마조로 27,맨스****,,서울 성동구,커피전문점,한양대,20200713,
4B5922FA5E,서울특별시 성동구 마조로 27,램플*********,백반/가정식8,서울 성동구,백반/가정식,한양대,20241030,
2DCC4A585C,서울특별시 성동구 마조로 27,계경*********,한식-단품요리일반1,서울 성동구,한식-단품요리일반,한양대,20190523,
AD4AB01B65,서울특별시 성동구 마조로 29,백소******,,서울 성동구,일식당,한양대,20220630,
DCF7BBE73E,서울특별시 성동구 마조로 30,두끼*****,분식8,서울 성동구,분식,한양대,20231011,
89E10906CA,서울특별시 성동구 마조로 30,한골*****,,서울 성동구,중식당,한양대,20230227,
01DB89157C,서울특별시 성동구 마조로 30,프랭********,,서울 성동구,햄버거,한양대,20220117,
CEC2707AF8,서울특별시 성동구 마조로 30,컴포**********,커피전문점11,서울 성동구,커피전문점,한양대,20231101,
BD50B5B681,서울특별시 성동구 마조로 30,행복*********,,서울 성동구,한식-단품요리일반,한양대,20230228,
D9A857451B,서울특별시 성동구 마조로 31,더클**,,서울 성동구,양식,한양대,20241029,
92615FFF8B,서울특별시 성동구 마조로 32,호치******,치킨39,서울 성동구,치킨,한양대,20190422,
